label,source,n_examples,n_correct_rollouts,vision_driven_frac,prior_driven_frac,mean_g,frac_vision_helped,frac_vision_hurt,pass_rate_g_pos,pass_rate_g_nonpos,rho,rho_ci_lo,rho_ci_hi
2B,ALL,679,337.3125,0.7830276079303317,0.21697239206966834,4.16052481468317,0.7437407952871871,0.25625920471281294,0.523019801980198,0.42061781609195403,0.1128170233543441,0.03276045726947424,0.1864232771306439
9B,ALL,709,357.1875,0.8803149606299212,0.1196850393700788,6.987170331788854,0.846262341325811,0.153737658674189,0.5240625,0.3922018348623853,0.15301722655019484,0.07545742175554523,0.23213240375904287
