label,source,n_examples,n_correct_rollouts,vision_driven_frac,prior_driven_frac,mean_g,frac_vision_helped,frac_vision_hurt,pass_rate_g_pos,pass_rate_g_nonpos,rho,rho_ci_lo,rho_ci_hi
9B_chartqa,ALL,709,357.1875,0.8803149606299212,0.1196850393700788,6.987170331788854,0.846262341325811,0.153737658674189,0.5240625,0.3922018348623853,0.15301722655019484,0.07545742175554523,0.23213240375904287
9B_ai2d,ALL,800,162.6875,0.5021129466000769,0.4978870533999231,-0.25045459970831874,0.44375,0.55625,0.2301056338028169,0.18202247191011237,0.07922736532664312,0.007846982203902496,0.15031936226112602
9B_textvqa,ALL,690,57.75,0.9826839826839827,0.017316017316017285,13.54093632756368,0.9594202898550724,0.04057971014492753,0.0857250755287009,0.03571428571428571,0.35224920530216075,0.2848663008246048,0.4123275267849295
9B_realworldqa,ALL,600,427.5,0.7934210526315789,0.20657894736842108,0.902688890073041,0.705,0.295,0.8018617021276596,0.4989406779661017,0.3096808666643654,0.23377541716811318,0.38563029584817615
2B_chartqa,ALL,679,337.3125,0.7830276079303317,0.21697239206966834,4.16052481468317,0.7437407952871871,0.25625920471281294,0.523019801980198,0.42061781609195403,0.1128170233543441,0.03276045726947424,0.1864232771306439
2B_ai2d,ALL,800,175.625,0.11352313167259787,0.8864768683274021,-3.134211142947897,0.09625,0.90375,0.25892857142857145,0.21533540802213003,-0.002890857092714561,-0.06873146768180592,0.0645975203867315
2B_textvqa,ALL,661,62.375,1.0,0.0,8.501426394205996,0.8169440242057489,0.18305597579425115,0.11550925925925926,0.0,0.3671353427428598,0.30224616519661784,0.4291536908456169
2B_realworldqa,ALL,600,376.125,0.7751744765702892,0.22482552342971085,0.7687432668468798,0.6516666666666666,0.34833333333333333,0.7456841432225064,0.40460526315789475,0.3254926068584796,0.2424639722214791,0.40240764542936963
